wikidata_id,name,category,image_url,country,wikipedia_url,latitude,longitude
Q198226,Zhujiang New City Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Guangzhou%20Twin%20Towers%20IMP%28cropped%29.jpg,People's Republic of China,https://en.wikipedia.org/wiki/Global_City_Square,23.118219,113.327271
Q198238,1717 Broadway,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/1717%20Broadway%20Feb%202017.png,United States,https://en.wikipedia.org/wiki/1717_Broadway,40.7644,-73.9826
Q200780,181 West Madison Street,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/181%20West%20Madison%20Street%2008.JPG,United States,https://en.wikipedia.org/wiki/181_West_Madison_Street,41.881528,-87.633636
Q202477,Seoul Lite,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Seoul%20Light%20DMC%20Tower.png,South Korea,https://en.wikipedia.org/wiki/Seoul_Lite,37.574575,126.888419
Q202599,Stardust Resort and Casino,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Stardust%20Hotel%20And%20Casino.jpg,United States,https://en.wikipedia.org/wiki/Stardust_Resort_and_Casino,36.133611111,-115.165833333
Q206435,Turning Torso,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Turning%20Torso%2C%20Malmo.JPG,Sweden,https://en.wikipedia.org/wiki/Turning_Torso,55.613333333,12.976388888
Q209017,1 Wall Street,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/1%20Wall%20Street%20panoramic.jpg,United States,https://en.wikipedia.org/wiki/1_Wall_Street,40.707222222,-74.011666666
Q471336,Garden Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Garden%20Towers%20Frankfurt.jpg,Germany,https://en.wikipedia.org/wiki/Garden_Tower,50.1117,8.6725
Q471340,Messe Torhaus,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Messe-Torhaus%2C%20Frankfurt.jpg,Germany,https://en.wikipedia.org/wiki/Messe_Torhaus,50.111388888,8.642777777
Q484441,Samsung Tower Palace,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20YangJe-Cheon.jpg,South Korea,https://en.wikipedia.org/wiki/Samsung_Tower_Palace,37.48847222,127.05402778
Q492112,Andraus Building,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/30-12-2008%20017.%28By%20Felipe%20Mostarda%29.JPG,Brazil,https://en.wikipedia.org/wiki/Andraus_Building,-23.54150833,-46.64236111
Q496218,Busan Lotte World Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Construction%20site%20of%20Busan%20Lotte%20Tower.jpg,South Korea,https://en.wikipedia.org/wiki/Busan_Lotte_Town_Tower,35.097457,129.037213
Q499486,Bank of America Plaza,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Bankofamerica-atlanta.jpg,United States,https://en.wikipedia.org/wiki/Bank_of_America_Plaza_(Atlanta),33.770833333,-84.386111111
